metric,value
pinball_q10,26.151918292390175
pinball_q50,61.957847536827195
pinball_q90,65.29000072755194
pinball_mean,51.13325551892311
crps_quantile_approx,102.26651103784621
rmse_median,241.99093947449666
mae_median,123.91569507365439
