series_id,trust_code,trust_name,specialty_code,specialty_name,first_month,last_month,total_months,observed_months,missing_months,missing_pct,max_consecutive_missing_months,excluded_for_insufficient_history,discontinued_series,latest_observed_month
RGT__101,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,101,Urology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RGT__110,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RGT__120,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,120,ENT,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RGT__130,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,130,Ophthalmology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RGT__140,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RGT__150,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,150,Neurosurgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RGT__160,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,160,Plastic Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RGT__300,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,300,General Medicine,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RGT__301,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,301,Gastroenterology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RGT__320,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,320,Cardiology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RGT__330,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,330,Dermatology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RGT__340,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,340,Thoracic Medicine,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RGT__400,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,400,Neurology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RGT__410,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,410,Rheumatology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RGT__430,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,430,Geriatric Medicine,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RGT__502,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RGT__X01,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X01,Other,2015-10-01,2021-03-01,66,66,0,0.0,0,False,True,2021-03-01
RH5__101,RH5,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,101,Urology,2015-10-01,2026-05-01,128,102,26,20.3125,15,False,False,2026-05-01
RH5__110,RH5,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RH5__300,RH5,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,300,General Medicine,2015-10-01,2026-05-01,128,94,34,26.5625,27,False,False,2026-05-01
RH5__502,RH5,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,502,Gynaecology,2015-10-01,2026-05-01,128,99,29,22.65625,26,False,False,2026-05-01
RH5__X01,RH5,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,X01,Other,2015-10-01,2021-03-01,66,66,0,0.0,0,False,True,2021-03-01
RH8__100,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RH8__101,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,101,Urology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RH8__110,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RH8__120,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,120,ENT,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RH8__130,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,130,Ophthalmology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RH8__140,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,140,Oral Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RH8__160,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,160,Plastic Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RH8__170,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,170,Cardiothoracic Surgery,2015-10-01,2026-05-01,128,95,33,25.78125,8,False,False,2026-05-01
RH8__300,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,300,General Medicine,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RH8__301,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,301,Gastroenterology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RH8__320,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,320,Cardiology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RH8__330,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,330,Dermatology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RH8__340,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,340,Thoracic Medicine,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RH8__400,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,400,Neurology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RH8__410,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,410,Rheumatology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RH8__430,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,430,Geriatric Medicine,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RH8__502,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,502,Gynaecology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RH8__X01,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,X01,Other,2015-10-01,2021-03-01,66,66,0,0.0,0,False,True,2021-03-01
RHM__100,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHM__101,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,101,Urology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHM__110,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHM__120,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,120,ENT,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHM__130,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,130,Ophthalmology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHM__140,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,140,Oral Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHM__150,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,150,Neurosurgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHM__300,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,300,General Medicine,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHM__301,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,301,Gastroenterology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHM__320,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,320,Cardiology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHM__330,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,330,Dermatology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHM__340,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,340,Thoracic Medicine,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHM__400,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,400,Neurology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHM__410,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,410,Rheumatology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHM__430,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,430,Geriatric Medicine,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHM__502,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,502,Gynaecology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHM__X01,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,X01,Other,2015-10-01,2021-03-01,66,66,0,0.0,0,False,True,2021-03-01
RHQ__100,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,100,General Surgery,2015-10-01,2025-06-01,117,117,0,0.0,0,False,True,2025-06-01
RHQ__101,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,101,Urology,2015-10-01,2025-06-01,117,117,0,0.0,0,False,True,2025-06-01
RHQ__110,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,110,Trauma & Orthopaedics,2015-10-01,2025-06-01,117,117,0,0.0,0,False,True,2025-06-01
RHQ__120,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,120,ENT,2015-10-01,2025-06-01,117,117,0,0.0,0,False,True,2025-06-01
RHQ__130,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,130,Ophthalmology,2015-10-01,2025-06-01,117,117,0,0.0,0,False,True,2025-06-01
RHQ__140,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery,2015-10-01,2025-06-01,117,117,0,0.0,0,False,True,2025-06-01
RHQ__150,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,150,Neurosurgery,2015-10-01,2025-06-01,117,117,0,0.0,0,False,True,2025-06-01
RHQ__160,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,160,Plastic Surgery,2015-10-01,2025-06-01,117,117,0,0.0,0,False,True,2025-06-01
RHQ__170,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,170,Cardiothoracic Surgery,2015-10-01,2025-06-01,117,117,0,0.0,0,False,True,2025-06-01
RHQ__300,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,300,General Medicine,2015-10-01,2025-06-01,117,117,0,0.0,0,False,True,2025-06-01
RHQ__301,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,301,Gastroenterology,2015-10-01,2025-06-01,117,117,0,0.0,0,False,True,2025-06-01
RHQ__320,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,320,Cardiology,2015-10-01,2025-06-01,117,117,0,0.0,0,False,True,2025-06-01
RHQ__330,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,330,Dermatology,2015-10-01,2025-06-01,117,117,0,0.0,0,False,True,2025-06-01
RHQ__340,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,340,Thoracic Medicine,2015-10-01,2025-06-01,117,117,0,0.0,0,False,True,2025-06-01
RHQ__400,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,400,Neurology,2015-10-01,2025-06-01,117,117,0,0.0,0,False,True,2025-06-01
RHQ__410,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,410,Rheumatology,2015-10-01,2025-06-01,117,117,0,0.0,0,False,True,2025-06-01
RHQ__430,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,430,Geriatric Medicine,2015-10-01,2025-06-01,117,117,0,0.0,0,False,True,2025-06-01
RHQ__502,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology,2015-10-01,2025-06-01,117,117,0,0.0,0,False,True,2025-06-01
RHQ__X01,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,X01,Other,2015-10-01,2021-03-01,66,66,0,0.0,0,False,True,2021-03-01
RHU__100,RHU,PORTSMOUTH HOSPITALS NHS TRUST,100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHU__101,RHU,PORTSMOUTH HOSPITALS NHS TRUST,101,Urology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHU__110,RHU,PORTSMOUTH HOSPITALS NHS TRUST,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHU__120,RHU,PORTSMOUTH HOSPITALS NHS TRUST,120,ENT,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHU__130,RHU,PORTSMOUTH HOSPITALS NHS TRUST,130,Ophthalmology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHU__140,RHU,PORTSMOUTH HOSPITALS NHS TRUST,140,Oral Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHU__160,RHU,PORTSMOUTH HOSPITALS NHS TRUST,160,Plastic Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHU__301,RHU,PORTSMOUTH HOSPITALS NHS TRUST,301,Gastroenterology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHU__320,RHU,PORTSMOUTH HOSPITALS NHS TRUST,320,Cardiology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHU__330,RHU,PORTSMOUTH HOSPITALS NHS TRUST,330,Dermatology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHU__340,RHU,PORTSMOUTH HOSPITALS NHS TRUST,340,Thoracic Medicine,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHU__410,RHU,PORTSMOUTH HOSPITALS NHS TRUST,410,Rheumatology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHU__430,RHU,PORTSMOUTH HOSPITALS NHS TRUST,430,Geriatric Medicine,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHU__502,RHU,PORTSMOUTH HOSPITALS NHS TRUST,502,Gynaecology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHU__X01,RHU,PORTSMOUTH HOSPITALS NHS TRUST,X01,Other,2015-10-01,2021-03-01,66,66,0,0.0,0,False,True,2021-03-01
RHW__100,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHW__101,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,101,Urology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHW__110,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHW__120,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,120,ENT,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHW__130,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,130,Ophthalmology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHW__140,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,140,Oral Surgery,2015-10-01,2026-05-01,128,126,2,1.5625,2,False,False,2026-05-01
RHW__160,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,160,Plastic Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHW__300,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,300,General Medicine,2015-10-01,2024-08-01,107,85,22,20.560747663551403,22,False,True,2024-08-01
RHW__301,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,301,Gastroenterology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHW__320,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,320,Cardiology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHW__330,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,330,Dermatology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHW__340,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,340,Thoracic Medicine,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHW__400,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,400,Neurology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHW__410,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,410,Rheumatology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHW__430,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,430,Geriatric Medicine,2015-10-01,2022-06-01,81,81,0,0.0,0,False,True,2022-06-01
RHW__502,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,502,Gynaecology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RHW__X01,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,X01,Other,2015-10-01,2021-03-01,66,66,0,0.0,0,False,True,2021-03-01
RJ1__100,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ1__101,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,101,Urology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ1__110,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ1__120,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,120,ENT,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ1__130,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,130,Ophthalmology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ1__140,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,140,Oral Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ1__160,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,160,Plastic Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ1__300,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,300,General Medicine,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ1__301,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,301,Gastroenterology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ1__320,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,320,Cardiology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ1__330,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,330,Dermatology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ1__340,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,340,Thoracic Medicine,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ1__400,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,400,Neurology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ1__410,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,410,Rheumatology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ1__430,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,430,Geriatric Medicine,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ1__502,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,502,Gynaecology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ1__X01,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,X01,Other,2015-10-01,2021-03-01,66,66,0,0.0,0,False,True,2021-03-01
RJ2__100,RJ2,LEWISHAM AND GREENWICH NHS TRUST,100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ2__101,RJ2,LEWISHAM AND GREENWICH NHS TRUST,101,Urology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ2__110,RJ2,LEWISHAM AND GREENWICH NHS TRUST,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ2__120,RJ2,LEWISHAM AND GREENWICH NHS TRUST,120,ENT,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ2__130,RJ2,LEWISHAM AND GREENWICH NHS TRUST,130,Ophthalmology,2015-10-01,2021-04-01,67,56,11,16.417910447761194,11,False,True,2021-04-01
RJ2__160,RJ2,LEWISHAM AND GREENWICH NHS TRUST,160,Plastic Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ2__300,RJ2,LEWISHAM AND GREENWICH NHS TRUST,300,General Medicine,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ2__301,RJ2,LEWISHAM AND GREENWICH NHS TRUST,301,Gastroenterology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ2__320,RJ2,LEWISHAM AND GREENWICH NHS TRUST,320,Cardiology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ2__330,RJ2,LEWISHAM AND GREENWICH NHS TRUST,330,Dermatology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ2__340,RJ2,LEWISHAM AND GREENWICH NHS TRUST,340,Thoracic Medicine,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ2__400,RJ2,LEWISHAM AND GREENWICH NHS TRUST,400,Neurology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ2__410,RJ2,LEWISHAM AND GREENWICH NHS TRUST,410,Rheumatology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ2__430,RJ2,LEWISHAM AND GREENWICH NHS TRUST,430,Geriatric Medicine,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ2__502,RJ2,LEWISHAM AND GREENWICH NHS TRUST,502,Gynaecology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ2__X01,RJ2,LEWISHAM AND GREENWICH NHS TRUST,X01,Other,2015-10-01,2021-03-01,66,66,0,0.0,0,False,True,2021-03-01
RJ6__100,RJ6,CROYDON HEALTH SERVICES NHS TRUST,100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ6__101,RJ6,CROYDON HEALTH SERVICES NHS TRUST,101,Urology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ6__110,RJ6,CROYDON HEALTH SERVICES NHS TRUST,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ6__120,RJ6,CROYDON HEALTH SERVICES NHS TRUST,120,ENT,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ6__140,RJ6,CROYDON HEALTH SERVICES NHS TRUST,140,Oral Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ6__160,RJ6,CROYDON HEALTH SERVICES NHS TRUST,160,Plastic Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ6__300,RJ6,CROYDON HEALTH SERVICES NHS TRUST,300,General Medicine,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ6__301,RJ6,CROYDON HEALTH SERVICES NHS TRUST,301,Gastroenterology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ6__320,RJ6,CROYDON HEALTH SERVICES NHS TRUST,320,Cardiology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ6__330,RJ6,CROYDON HEALTH SERVICES NHS TRUST,330,Dermatology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ6__340,RJ6,CROYDON HEALTH SERVICES NHS TRUST,340,Thoracic Medicine,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ6__400,RJ6,CROYDON HEALTH SERVICES NHS TRUST,400,Neurology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ6__410,RJ6,CROYDON HEALTH SERVICES NHS TRUST,410,Rheumatology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ6__430,RJ6,CROYDON HEALTH SERVICES NHS TRUST,430,Geriatric Medicine,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ6__502,RJ6,CROYDON HEALTH SERVICES NHS TRUST,502,Gynaecology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
RJ6__X01,RJ6,CROYDON HEALTH SERVICES NHS TRUST,X01,Other,2015-10-01,2021-03-01,66,66,0,0.0,0,False,True,2021-03-01
RJ7__100,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,100,General Surgery,2015-10-01,2026-05-01,128,97,31,24.21875,31,False,False,2026-05-01
