trust_code,trust_name,specialty_code,specialty_name,forecast_month,baseline_predicted_backlog,patients_completed_per_session,max_feasible_additional_sessions,sessions_allocated,simulated_completed_pathways,remaining_backlog,unused_feasible_sessions,allocation_cost,percent_reduction
RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,1511.330078125,7.0,12,0,0.0,1511.3301,12.0,0.0,0.0
R1F,ISLE OF WIGHT NHS TRUST,110,Trauma and Orthopaedic Service,2027-05-01,1502.3341064453125,6.0,12,0,0.0,1502.3341,12.0,0.0,0.0
RWH,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,160,Plastic Surgery Service,2027-05-01,1498.12353515625,8.0,12,0,0.0,1498.1235,12.0,0.0,0.0
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,1491.20849609375,7.0,12,0,0.0,1491.2085,12.0,0.0,0.0
RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,1472.97998046875,8.0,12,0,0.0,1472.98,12.0,0.0,0.0
RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,2027-05-01,1469.2645263671875,6.0,12,0,0.0,1469.2645,12.0,0.0,0.0
RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,110,Trauma and Orthopaedic Service,2027-05-01,1464.1395263671875,6.0,12,0,0.0,1464.1395,12.0,0.0,0.0
RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,1455.35546875,7.0,12,0,0.0,1455.3555,12.0,0.0,0.0
RGR,WEST SUFFOLK NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,2027-05-01,1452.784912109375,6.0,12,0,0.0,1452.7849,12.0,0.0,0.0
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,101,Urology Service,2027-05-01,1435.27099609375,8.0,12,0,0.0,1435.271,12.0,0.0,0.0
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,1435.2421875,8.0,12,0,0.0,1435.2422,12.0,0.0,0.0
RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,1405.155029296875,8.0,12,0,0.0,1405.155,12.0,0.0,0.0
NTP13,PRACTICE PLUS GROUP HOSPITAL - BARLBOROUGH,110,Trauma and Orthopaedic Service,2027-05-01,1403.6197509765625,6.0,12,0,0.0,1403.6198,12.0,0.0,0.0
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,1391.904296875,8.0,12,0,0.0,1391.9043,12.0,0.0,0.0
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,1390.997314453125,8.0,12,0,0.0,1390.9973,12.0,0.0,0.0
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,1387.7784423828125,8.0,12,0,0.0,1387.7784,12.0,0.0,0.0
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,1385.9373779296875,7.0,12,0,0.0,1385.9374,12.0,0.0,0.0
RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,1384.0498046875,8.0,12,0,0.0,1384.0498,12.0,0.0,0.0
RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,1379.1988525390625,8.0,12,0,0.0,1379.1989,12.0,0.0,0.0
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,1371.9017333984375,8.0,12,0,0.0,1371.9017,12.0,0.0,0.0
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,2027-05-01,1370.642822265625,6.0,12,0,0.0,1370.6428,12.0,0.0,0.0
RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,2027-05-01,1367.968994140625,6.0,12,0,0.0,1367.969,12.0,0.0,0.0
RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,110,Trauma and Orthopaedic Service,2027-05-01,1350.9869384765625,6.0,12,0,0.0,1350.9869,12.0,0.0,0.0
RPA,MEDWAY NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,1348.5206298828125,8.0,12,0,0.0,1348.5206,12.0,0.0,0.0
R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,1339.9290771484375,8.0,12,0,0.0,1339.9291,12.0,0.0,0.0
RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,1332.2266845703125,8.0,12,0,0.0,1332.2267,12.0,0.0,0.0
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,502,Gynaecology Service,2027-05-01,1329.318115234375,7.0,12,0,0.0,1329.3181,12.0,0.0,0.0
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,1328.8443603515625,8.0,12,0,0.0,1328.8444,12.0,0.0,0.0
RWH,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,110,Trauma and Orthopaedic Service,2027-05-01,1312.8135986328125,6.0,12,0,0.0,1312.8136,12.0,0.0,0.0
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,1311.44677734375,8.0,12,0,0.0,1311.4468,12.0,0.0,0.0
RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,2027-05-01,1308.82275390625,6.0,12,0,0.0,1308.8228,12.0,0.0,0.0
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,1304.8602294921875,8.0,12,0,0.0,1304.8602,12.0,0.0,0.0
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,110,Trauma and Orthopaedic Service,2027-05-01,1301.2860107421875,6.0,12,0,0.0,1301.286,12.0,0.0,0.0
RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,1296.4451904296875,8.0,12,0,0.0,1296.4452,12.0,0.0,0.0
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,2027-05-01,1279.3681640625,6.0,12,0,0.0,1279.3682,12.0,0.0,0.0
RH5,SOMERSET NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,1275.53857421875,8.0,12,0,0.0,1275.5386,12.0,0.0,0.0
R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,1266.9205322265625,8.0,12,0,0.0,1266.9205,12.0,0.0,0.0
RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,2027-05-01,1264.0380859375,6.0,12,0,0.0,1264.0381,12.0,0.0,0.0
RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,1254.1719970703125,8.0,12,0,0.0,1254.172,12.0,0.0,0.0
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,502,Gynaecology Service,2027-05-01,1252.782470703125,7.0,12,0,0.0,1252.7825,12.0,0.0,0.0
RMC,BOLTON NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,2027-05-01,1251.489990234375,6.0,12,0,0.0,1251.49,12.0,0.0,0.0
RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,1251.292236328125,7.0,12,0,0.0,1251.2922,12.0,0.0,0.0
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,2027-05-01,1247.035888671875,6.0,12,0,0.0,1247.0359,12.0,0.0,0.0
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,1232.2618408203125,8.0,12,0,0.0,1232.2618,12.0,0.0,0.0
G3Z1Q,SULIS HOSPITAL BATH (FOXCOTE AVENUE),110,Trauma and Orthopaedic Service,2027-05-01,1223.9312744140625,6.0,12,0,0.0,1223.9313,12.0,0.0,0.0
RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,502,Gynaecology Service,2027-05-01,1220.9583740234375,7.0,12,0,0.0,1220.9584,12.0,0.0,0.0
R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,1218.0496826171875,8.0,12,0,0.0,1218.0497,12.0,0.0,0.0
RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,1214.2655029296875,8.0,12,0,0.0,1214.2655,12.0,0.0,0.0
RET,THE WALTON CENTRE NHS FOUNDATION TRUST,150,Neurosurgical Service,2027-05-01,1211.84228515625,8.0,12,0,0.0,1211.8423,12.0,0.0,0.0
RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,1208.743408203125,8.0,12,0,0.0,1208.7434,12.0,0.0,0.0
RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,1207.86865234375,7.0,12,0,0.0,1207.8687,12.0,0.0,0.0
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,2027-05-01,1206.1279296875,6.0,12,0,0.0,1206.1279,12.0,0.0,0.0
RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,1188.1654052734375,8.0,12,0,0.0,1188.1654,12.0,0.0,0.0
R1H,BARTS HEALTH NHS TRUST,502,Gynaecology Service,2027-05-01,1186.8250732421875,7.0,12,0,0.0,1186.8251,12.0,0.0,0.0
RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,100,General Surgery Service,2027-05-01,1185.6243896484375,8.0,12,0,0.0,1185.6244,12.0,0.0,0.0
RH5,SOMERSET NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,1184.8941650390625,7.0,12,0,0.0,1184.8942,12.0,0.0,0.0
RA2,ROYAL SURREY NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,2027-05-01,1183.8349609375,6.0,12,0,0.0,1183.835,12.0,0.0,0.0
RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,1181.2490234375,8.0,12,0,0.0,1181.249,12.0,0.0,0.0
RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,502,Gynaecology Service,2027-05-01,1178.41064453125,7.0,12,0,0.0,1178.4106,12.0,0.0,0.0
RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,1167.388427734375,8.0,12,0,0.0,1167.3884,12.0,0.0,0.0
RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,1164.967529296875,8.0,12,0,0.0,1164.9675,12.0,0.0,0.0
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,1164.469482421875,8.0,12,0,0.0,1164.4695,12.0,0.0,0.0
RJ6,CROYDON HEALTH SERVICES NHS TRUST,110,Trauma and Orthopaedic Service,2027-05-01,1141.741943359375,6.0,12,0,0.0,1141.7419,12.0,0.0,0.0
RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,1135.90625,7.0,12,0,0.0,1135.9063,12.0,0.0,0.0
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,100,General Surgery Service,2027-05-01,1135.13623046875,8.0,12,0,0.0,1135.1362,12.0,0.0,0.0
RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,101,Urology Service,2027-05-01,1133.390869140625,8.0,12,0,0.0,1133.3909,12.0,0.0,0.0
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,1133.1485595703125,8.0,12,0,0.0,1133.1486,12.0,0.0,0.0
NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,110,Trauma and Orthopaedic Service,2027-05-01,1130.3021240234375,6.0,12,0,0.0,1130.3021,12.0,0.0,0.0
RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,1128.35107421875,8.0,12,0,0.0,1128.3511,12.0,0.0,0.0
RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,1120.272216796875,7.0,12,0,0.0,1120.2722,12.0,0.0,0.0
RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,1120.177490234375,8.0,12,0,0.0,1120.1775,12.0,0.0,0.0
RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,1117.8548583984375,8.0,12,0,0.0,1117.8549,12.0,0.0,0.0
RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,1113.9266357421875,8.0,12,0,0.0,1113.9266,12.0,0.0,0.0
RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,2027-05-01,1111.9337158203125,6.0,12,0,0.0,1111.9337,12.0,0.0,0.0
RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,1110.0338134765625,8.0,12,0,0.0,1110.0338,12.0,0.0,0.0
RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,1103.22216796875,8.0,12,0,0.0,1103.2222,12.0,0.0,0.0
RNZ,SALISBURY NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,2027-05-01,1097.8604736328125,6.0,12,0,0.0,1097.8605,12.0,0.0,0.0
RWH,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,1095.8983154296875,8.0,12,0,0.0,1095.8983,12.0,0.0,0.0
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,1095.7283935546875,7.0,12,0,0.0,1095.7284,12.0,0.0,0.0
RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",110,Trauma and Orthopaedic Service,2027-05-01,1094.921142578125,6.0,12,0,0.0,1094.9211,12.0,0.0,0.0
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,1094.0263671875,7.0,12,0,0.0,1094.0264,12.0,0.0,0.0
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,1093.653564453125,8.0,12,0,0.0,1093.6536,12.0,0.0,0.0
RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,2027-05-01,1091.348876953125,6.0,12,0,0.0,1091.3489,12.0,0.0,0.0
RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,1090.610107421875,8.0,12,0,0.0,1090.6101,12.0,0.0,0.0
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,1074.7418212890625,8.0,12,0,0.0,1074.7418,12.0,0.0,0.0
