session_budget,total_baseline_backlog,milp_sessions_used,milp_completed_pathways,milp_percent_reduction,proportional_sessions_used,proportional_unused_budget,proportional_completed_pathways,proportional_percent_reduction,milp_advantage_percentage_points,milp_relative_improvement_percent
5000,1013778.3899540901,5000,45004.170945800004,4.4392513582616475,3801,1199,28688.0,2.829809777391207,1.6094415808704405,56.87455014570555
