trust_code,trust_name,specialty_code,specialty_name,baseline_predicted_backlog,sessions_allocated,simulated_completed_pathways,remaining_backlog,allocation_cost,percent_reduction
NT215,"NUFFIELD HEALTH, EXETER HOSPITAL",110,Trauma and Orthopaedic Service,979.2832641601562,0,0.0,979.283265,0.0,0.0
NT215,"NUFFIELD HEALTH, EXETER HOSPITAL",100,General Surgery Service,725.6013069152832,0,0.0,725.601307,0.0,0.0
NT214,"NUFFIELD HEALTH, WESSEX HOSPITAL",110,Trauma and Orthopaedic Service,3503.5237731933594,0,0.0,3503.52376,0.0,0.0
NT213,"NUFFIELD HEALTH, DERBY HOSPITAL",110,Trauma and Orthopaedic Service,6628.462951660156,0,0.0,6628.46296,0.0,0.0
NT213,"NUFFIELD HEALTH, DERBY HOSPITAL",100,General Surgery Service,599.5704078674316,0,0.0,599.57041,0.0,0.0
NT212,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",502,Gynaecology Service,94.87956380844116,0,0.0,94.8795638,0.0,0.0
NT212,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",110,Trauma and Orthopaedic Service,2755.8717193603516,0,0.0,2755.87172,0.0,0.0
NT212,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",100,General Surgery Service,149.89611530303955,0,0.0,149.8961161,0.0,0.0
NT211,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",110,Trauma and Orthopaedic Service,364.15954780578613,0,0.0,364.159549,0.0,0.0
NT210,"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",110,Trauma and Orthopaedic Service,2171.9190521240234,0,0.0,2171.91906,0.0,0.0
NT210,"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",100,General Surgery Service,174.94697093963623,0,0.0,174.946971,0.0,0.0
NT209,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",150,Neurosurgical Service,130.19017124176025,0,0.0,130.1901702,0.0,0.0
NT209,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",110,Trauma and Orthopaedic Service,1330.6934280395508,0,0.0,1330.693432,0.0,0.0
NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",110,Trauma and Orthopaedic Service,3347.0599670410156,0,0.0,3347.0599700000002,0.0,0.0
NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",100,General Surgery Service,120.4992094039917,0,0.0,120.4992099,0.0,0.0
NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",160,Plastic Surgery Service,344.41500091552734,0,0.0,344.415,0.0,0.0
NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",110,Trauma and Orthopaedic Service,984.2741546630859,0,0.0,984.2741530000001,0.0,0.0
NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",101,Urology Service,629.6321258544922,0,0.0,629.632127,0.0,0.0
NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",100,General Surgery Service,220.13994789123535,0,0.0,220.139949,0.0,0.0
NT204,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",502,Gynaecology Service,1626.9339447021484,0,0.0,1626.9339400000001,0.0,0.0
NT436,SHIRLEY OAKS HOSPITAL,101,Urology Service,345.81241607666016,0,0.0,345.812417,0.0,0.0
NT436,SHIRLEY OAKS HOSPITAL,130,Ophthalmology Service,185.8066749572754,0,0.0,185.806675,0.0,0.0
RBK,WALSALL HEALTHCARE NHS TRUST,140,Oral Surgery Service,2379.656494140625,0,0.0,2379.65649,0.0,0.0
NXP,INDEPENDENT HEALTH GROUP,100,General Surgery Service,1189.1030044555664,0,0.0,1189.103001,0.0,0.0
Q1W6P,SPAMEDICA WATFORD,130,Ophthalmology Service,1906.2602081298828,0,0.0,1906.26021,0.0,0.0
P5Y6K,NEWMEDICA - SHREWSBURY,130,Ophthalmology Service,2828.5614471435547,0,0.0,2828.56147,0.0,0.0
P1B7M,SPAMEDICA BRISTOL,130,Ophthalmology Service,1086.2923736572266,0,0.0,1086.2923739999999,0.0,0.0
P0C3F,SPAMEDICA LEEDS,130,Ophthalmology Service,2201.0799407958984,0,0.0,2201.07995,0.0,0.0
O5Y9D,SPAMEDICA OXFORD,130,Ophthalmology Service,2015.2798614501953,0,0.0,2015.27986,0.0,0.0
O1P6X,SPAMEDICA OLDHAM,130,Ophthalmology Service,4803.006805419922,0,0.0,4803.00679,0.0,0.0
NYR,CORA HEALTH DIAGNOSTICS (FORMERLY HEALTHSHARE DIAGNOSTICS),110,Trauma and Orthopaedic Service,1661.4034805297852,0,0.0,1661.40347,0.0,0.0
NXP,INDEPENDENT HEALTH GROUP,130,Ophthalmology Service,1329.4136962890625,0,0.0,1329.413704,0.0,0.0
NXP,INDEPENDENT HEALTH GROUP,110,Trauma and Orthopaedic Service,1762.9970245361328,0,0.0,1762.99702,0.0,0.0
NXP,INDEPENDENT HEALTH GROUP,101,Urology Service,1196.9308319091797,0,0.0,1196.930842,0.0,0.0
NXM01,THE HORDER CENTRE - ST JOHNS ROAD,110,Trauma and Orthopaedic Service,5160.666595458984,0,0.0,5160.6666,0.0,0.0
NVM,EPSOMEDICAL GROUP,100,General Surgery Service,1147.042953491211,0,0.0,1147.042958,0.0,0.0
NWF01,BENENDEN HOSPITAL,502,Gynaecology Service,830.7107925415039,0,0.0,830.710791,0.0,0.0
NWF01,BENENDEN HOSPITAL,130,Ophthalmology Service,427.08595275878906,0,0.0,427.085953,0.0,0.0
NWF01,BENENDEN HOSPITAL,120,Ear Nose and Throat Service,196.3639965057373,0,0.0,196.363997,0.0,0.0
NWF01,BENENDEN HOSPITAL,110,Trauma and Orthopaedic Service,3192.3639526367188,0,0.0,3192.36394,0.0,0.0
NWF01,BENENDEN HOSPITAL,101,Urology Service,168.01566982269287,0,0.0,168.01567,0.0,0.0
NWF01,BENENDEN HOSPITAL,100,General Surgery Service,450.0629348754883,0,0.0,450.062934,0.0,0.0
NVM,EPSOMEDICAL GROUP,502,Gynaecology Service,948.6554718017578,0,0.0,948.655472,0.0,0.0
NVM,EPSOMEDICAL GROUP,160,Plastic Surgery Service,2014.1592559814453,0,0.0,2014.15925,0.0,0.0
NVM,EPSOMEDICAL GROUP,130,Ophthalmology Service,1609.3546447753906,0,0.0,1609.35466,0.0,0.0
NVM,EPSOMEDICAL GROUP,110,Trauma and Orthopaedic Service,384.9533576965332,0,0.0,384.953359,0.0,0.0
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,100,General Surgery Service,20130.376586914062,0,0.0,20130.3766,0.0,0.0
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,101,Urology Service,14517.6875,0,0.0,14517.6875,0.0,0.0
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,117000.07421875,0,0.0,117000.07430000001,0.0,0.0
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,31990.092041015625,0,0.0,31990.092,0.0,0.0
R0F4N,NUFFIELD HEALTH PARKSIDE HOSPITAL,101,Urology Service,571.340747833252,0,0.0,571.340748,0.0,0.0
R0F4N,NUFFIELD HEALTH PARKSIDE HOSPITAL,100,General Surgery Service,275.7190628051758,0,0.0,275.719062,0.0,0.0
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,502,Gynaecology Service,19777.019897460938,0,0.0,19777.0199,0.0,0.0
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,140,Oral Surgery Service,16366.1630859375,0,0.0,16366.163199999999,0.0,0.0
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,130,Ophthalmology Service,20958.5478515625,0,0.0,20958.5479,0.0,0.0
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,11549.796752929688,0,0.0,11549.79675,0.0,0.0
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,53986.79052734375,0,0.0,53986.7906,0.0,0.0
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,101,Urology Service,10964.746704101562,0,0.0,10964.74671,0.0,0.0
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,100,General Surgery Service,2654.796859741211,0,0.0,2654.79686,0.0,0.0
R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,502,Gynaecology Service,7294.291442871094,0,0.0,7294.29145,0.0,0.0
R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,140,Oral Surgery Service,15721.6953125,0,0.0,15721.6954,0.0,0.0
R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,130,Ophthalmology Service,22610.160034179688,0,0.0,22610.1601,0.0,0.0
R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,13210.845947265625,0,0.0,13210.846,0.0,0.0
R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,40180.011474609375,0,0.0,40180.0114,0.0,0.0
R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,101,Urology Service,14770.174560546875,0,0.0,14770.1746,0.0,0.0
R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,100,General Surgery Service,18229.354370117188,0,0.0,18229.3542,0.0,0.0
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,502,Gynaecology Service,25454.855590820312,0,0.0,25454.855499999998,0.0,0.0
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,3222.490203857422,0,0.0,3222.4902,0.0,0.0
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,160,Plastic Surgery Service,37018.333984375,0,0.0,37018.3339,0.0,0.0
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,140,Oral Surgery Service,64494.04541015625,0,0.0,64494.0455,0.0,0.0
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,130,Ophthalmology Service,73718.4423828125,0,0.0,73718.4424,0.0,0.0
NVM,EPSOMEDICAL GROUP,101,Urology Service,279.27108573913574,0,0.0,279.271087,0.0,0.0
NVC44,THE WESTBOURNE CENTRE,140,Oral Surgery Service,2289.9801483154297,0,0.0,2289.98015,0.0,0.0
R0F4N,NUFFIELD HEALTH PARKSIDE HOSPITAL,120,Ear Nose and Throat Service,131.5453805923462,0,0.0,131.54538,0.0,0.0
NVC21,WEST MIDLANDS HOSPITAL,110,Trauma and Orthopaedic Service,1195.1502380371094,0,0.0,1195.150245,0.0,0.0
NVC23,WOODLAND HOSPITAL,110,Trauma and Orthopaedic Service,4642.9632568359375,0,0.0,4642.96325,0.0,0.0
NVC23,WOODLAND HOSPITAL,101,Urology Service,363.0783290863037,0,0.0,363.07833,0.0,0.0
NVC23,WOODLAND HOSPITAL,100,General Surgery Service,887.0656280517578,0,0.0,887.065628,0.0,0.0
NVC22,WINFIELD HOSPITAL,160,Plastic Surgery Service,56.92459487915039,0,0.0,56.924595,0.0,0.0
NVC22,WINFIELD HOSPITAL,120,Ear Nose and Throat Service,57.8183479309082,0,0.0,57.8183478,0.0,0.0
NVC22,WINFIELD HOSPITAL,110,Trauma and Orthopaedic Service,2268.445999145508,0,0.0,2268.44601,0.0,0.0
NVC22,WINFIELD HOSPITAL,101,Urology Service,72.89875173568726,0,0.0,72.8987516,0.0,0.0
NVC22,WINFIELD HOSPITAL,100,General Surgery Service,421.4261894226074,0,0.0,421.42619,0.0,0.0
NVC21,WEST MIDLANDS HOSPITAL,502,Gynaecology Service,81.10296154022217,0,0.0,81.1029615,0.0,0.0
NVC21,WEST MIDLANDS HOSPITAL,130,Ophthalmology Service,196.28751754760742,0,0.0,196.287517,0.0,0.0
NVC21,WEST MIDLANDS HOSPITAL,101,Urology Service,75.5586485862732,0,0.0,75.5586487,0.0,0.0
NVC44,THE WESTBOURNE CENTRE,130,Ophthalmology Service,112.24947547912598,0,0.0,112.2494755,0.0,0.0
NVC21,WEST MIDLANDS HOSPITAL,100,General Surgery Service,94.49595785140991,0,0.0,94.4959581,0.0,0.0
NVC20,THE YORKSHIRE CLINIC,502,Gynaecology Service,303.4144992828369,0,0.0,303.4145,0.0,0.0
NVC20,THE YORKSHIRE CLINIC,160,Plastic Surgery Service,510.5949287414551,0,0.0,510.59493000000003,0.0,0.0
NVC20,THE YORKSHIRE CLINIC,130,Ophthalmology Service,2892.2990112304688,0,0.0,2892.29902,0.0,0.0
NVC20,THE YORKSHIRE CLINIC,120,Ear Nose and Throat Service,777.7961235046387,0,0.0,777.796124,0.0,0.0
NVC20,THE YORKSHIRE CLINIC,110,Trauma and Orthopaedic Service,3416.2234649658203,0,0.0,3416.22346,0.0,0.0
NVC20,THE YORKSHIRE CLINIC,101,Urology Service,1063.0024719238281,0,0.0,1063.0024740000001,0.0,0.0
NVC20,THE YORKSHIRE CLINIC,100,General Surgery Service,1863.1543502807617,0,0.0,1863.15435,0.0,0.0
NVC1H,STOURSIDE HOSPITAL,502,Gynaecology Service,840.3010139465332,0,0.0,840.301012,0.0,0.0
NVC1H,STOURSIDE HOSPITAL,160,Plastic Surgery Service,85.46058988571167,0,0.0,85.4605899,0.0,0.0
NVC23,WOODLAND HOSPITAL,130,Ophthalmology Service,95.53321313858032,0,0.0,95.5332132,0.0,0.0
NVC23,WOODLAND HOSPITAL,160,Plastic Surgery Service,172.98456478118896,0,0.0,172.984566,0.0,0.0
NVC23,WOODLAND HOSPITAL,502,Gynaecology Service,371.08294105529785,0,0.0,371.08294,0.0,0.0
NVC25,THE CHERWELL HOSPITAL,110,Trauma and Orthopaedic Service,5114.83984375,0,0.0,5114.83985,0.0,0.0
NVC44,THE WESTBOURNE CENTRE,110,Trauma and Orthopaedic Service,447.33012771606445,0,0.0,447.330128,0.0,0.0
NVC44,THE WESTBOURNE CENTRE,100,General Surgery Service,732.8869132995605,0,0.0,732.886913,0.0,0.0
NVC40,WOODTHORPE HOSPITAL,502,Gynaecology Service,478.89351654052734,0,0.0,478.893517,0.0,0.0
NVC40,WOODTHORPE HOSPITAL,130,Ophthalmology Service,1179.1341857910156,0,0.0,1179.134192,0.0,0.0
NVC40,WOODTHORPE HOSPITAL,110,Trauma and Orthopaedic Service,6961.6519775390625,0,0.0,6961.65197,0.0,0.0
NVC40,WOODTHORPE HOSPITAL,101,Urology Service,373.8822898864746,0,0.0,373.882289,0.0,0.0
NVC40,WOODTHORPE HOSPITAL,100,General Surgery Service,349.5079574584961,0,0.0,349.507958,0.0,0.0
NVC31,BLAKELANDS HOSPITAL,130,Ophthalmology Service,648.2106246948242,0,0.0,648.210626,0.0,0.0
NVC31,BLAKELANDS HOSPITAL,110,Trauma and Orthopaedic Service,1705.256492614746,0,0.0,1705.25649,0.0,0.0
NVC31,BLAKELANDS HOSPITAL,101,Urology Service,206.0710220336914,0,0.0,206.071022,0.0,0.0
NVC31,BLAKELANDS HOSPITAL,100,General Surgery Service,943.886848449707,0,0.0,943.886846,0.0,0.0
NVC29,COBALT HOSPITAL,160,Plastic Surgery Service,2016.8997344970703,0,0.0,2016.89973,0.0,0.0
NVC29,COBALT HOSPITAL,110,Trauma and Orthopaedic Service,1838.8262100219727,0,0.0,1838.82621,0.0,0.0
NVC29,COBALT HOSPITAL,100,General Surgery Service,647.1243858337402,0,0.0,647.124386,0.0,0.0
NVC28,CLIFTON PARK HOSPITAL,110,Trauma and Orthopaedic Service,3958.5580444335938,0,0.0,3958.55805,0.0,0.0
NVC27,BOSTON WEST HOSPITAL,502,Gynaecology Service,248.96942329406738,0,0.0,248.969423,0.0,0.0
NVC27,BOSTON WEST HOSPITAL,130,Ophthalmology Service,1628.2590942382812,0,0.0,1628.2591,0.0,0.0
NVC27,BOSTON WEST HOSPITAL,110,Trauma and Orthopaedic Service,1563.3274002075195,0,0.0,1563.32739,0.0,0.0
NVC27,BOSTON WEST HOSPITAL,101,Urology Service,287.9607677459717,0,0.0,287.960769,0.0,0.0
NVC27,BOSTON WEST HOSPITAL,100,General Surgery Service,522.5677146911621,0,0.0,522.567713,0.0,0.0
NVC25,THE CHERWELL HOSPITAL,130,Ophthalmology Service,338.0038032531738,0,0.0,338.003801,0.0,0.0
R0F4N,NUFFIELD HEALTH PARKSIDE HOSPITAL,110,Trauma and Orthopaedic Service,1609.858139038086,0,0.0,1609.85814,0.0,0.0
R0F4N,NUFFIELD HEALTH PARKSIDE HOSPITAL,160,Plastic Surgery Service,475.19648361206055,0,0.0,475.196484,0.0,0.0
NT436,SHIRLEY OAKS HOSPITAL,502,Gynaecology Service,94.80102443695068,0,0.0,94.8010245,0.0,0.0
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,24048.68212890625,0,0.0,24048.6821,0.0,0.0
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,5684.178405761719,0,0.0,5684.1784,0.0,0.0
RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,160,Plastic Surgery Service,86.23797607421875,0,0.0,86.237976,0.0,0.0
RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,110,Trauma and Orthopaedic Service,20369.765502929688,0,0.0,20369.7655,0.0,0.0
RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,101,Urology Service,229.33258438110352,0,0.0,229.332584,0.0,0.0
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,502,Gynaecology Service,12863.223999023438,0,0.0,12863.224,0.0,0.0
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,160,Plastic Surgery Service,20502.310302734375,0,0.0,20502.3103,0.0,0.0
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,150,Neurosurgical Service,173.18919563293457,0,0.0,173.189195,0.0,0.0
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,140,Oral Surgery Service,3416.549606323242,0,0.0,3416.54963,0.0,0.0
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,130,Ophthalmology Service,6203.338623046875,0,0.0,6203.33863,0.0,0.0
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,13231.114624023438,0,0.0,13231.1146,0.0,0.0
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,101,Urology Service,9926.754089355469,0,0.0,9926.75408,0.0,0.0
RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,3751.317596435547,0,0.0,3751.31762,0.0,0.0
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,100,General Surgery Service,13562.136108398438,0,0.0,13562.1359,0.0,0.0
RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,502,Gynaecology Service,14595.168701171875,0,0.0,14595.168599999999,0.0,0.0
RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,79.99654054641724,0,0.0,79.9965406,0.0,0.0
RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,160,Plastic Surgery Service,35488.87353515625,0,0.0,35488.8735,0.0,0.0
RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,150,Neurosurgical Service,259.2423973083496,0,0.0,259.242398,0.0,0.0
RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,140,Oral Surgery Service,8126.4349365234375,0,0.0,8126.43494,0.0,0.0
RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,130,Ophthalmology Service,22401.418090820312,0,0.0,22401.4183,0.0,0.0
RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,9509.594787597656,0,0.0,9509.5948,0.0,0.0
RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,40303.150634765625,0,0.0,40303.1507,0.0,0.0
RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,101,Urology Service,13770.35205078125,0,0.0,13770.352,0.0,0.0
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,4106.4525146484375,0,0.0,4106.45252,0.0,0.0
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,14565.37841796875,0,0.0,14565.3786,0.0,0.0
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,754.7981872558594,0,0.0,754.798187,0.0,0.0
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,130,Ophthalmology Service,3094.0372924804688,0,0.0,3094.03731,0.0,0.0
RBK,WALSALL HEALTHCARE NHS TRUST,130,Ophthalmology Service,1428.934669494629,0,0.0,1428.934663,0.0,0.0
RBK,WALSALL HEALTHCARE NHS TRUST,120,Ear Nose and Throat Service,7323.3895263671875,0,0.0,7323.38954,0.0,0.0
RBK,WALSALL HEALTHCARE NHS TRUST,110,Trauma and Orthopaedic Service,25088.213500976562,0,0.0,25088.2136,0.0,0.0
RBK,WALSALL HEALTHCARE NHS TRUST,100,General Surgery Service,10121.781188964844,0,0.0,10121.78118,0.0,0.0
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,502,Gynaecology Service,6817.870788574219,0,0.0,6817.8707699999995,0.0,0.0
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,140,Oral Surgery Service,8244.708435058594,0,0.0,8244.708419999999,0.0,0.0
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,130,Ophthalmology Service,6718.408966064453,0,0.0,6718.40896,0.0,0.0
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,5363.713775634766,0,0.0,5363.71378,0.0,0.0
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,25111.136962890625,0,0.0,25111.137,0.0,0.0
A4M8P,BUCKSHAW HOSPITAL,100,General Surgery Service,3479.8368530273438,0,0.0,3479.83686,0.0,0.0
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,100,General Surgery Service,3821.9264221191406,0,0.0,3821.92642,0.0,0.0
RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,502,Gynaecology Service,10858.4208984375,0,0.0,10858.4209,0.0,0.0
RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,160,Plastic Surgery Service,2207.0034790039062,0,0.0,2207.00348,0.0,0.0
RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,140,Oral Surgery Service,3392.451934814453,0,0.0,3392.45193,0.0,0.0
RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,130,Ophthalmology Service,18269.201416015625,0,0.0,18269.2013,0.0,0.0
RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,15583.481201171875,0,0.0,15583.4812,0.0,0.0
RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,9477.77978515625,0,0.0,9477.779770000001,0.0,0.0
RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,101,Urology Service,6314.3428955078125,0,0.0,6314.3429,0.0,0.0
RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,100,General Surgery Service,2455.255584716797,0,0.0,2455.25558,0.0,0.0
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,2050.932815551758,0,0.0,2050.93282,0.0,0.0
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery Service,1891.520767211914,0,0.0,1891.5207599999999,0.0,0.0
RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,100,General Surgery Service,28907.6298828125,0,0.0,28907.6299,0.0,0.0
RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,160,Plastic Surgery Service,4867.4171142578125,0,0.0,4867.41712,0.0,0.0
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,140,Oral Surgery Service,3130.8035430908203,0,0.0,3130.80355,0.0,0.0
R1H,BARTS HEALTH NHS TRUST,120,Ear Nose and Throat Service,17684.080932617188,0,0.0,17684.0809,0.0,0.0
R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,120,Ear Nose and Throat Service,14237.0615234375,0,0.0,14237.0616,0.0,0.0
R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,110,Trauma and Orthopaedic Service,23071.50732421875,0,0.0,23071.5075,0.0,0.0
R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,101,Urology Service,12652.86474609375,0,0.0,12652.8649,0.0,0.0
R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,100,General Surgery Service,20531.788330078125,0,0.0,20531.7884,0.0,0.0
R1H,BARTS HEALTH NHS TRUST,502,Gynaecology Service,13950.284545898438,0,0.0,13950.2847,0.0,0.0
R1H,BARTS HEALTH NHS TRUST,170,Cardiothoracic Surgery Service,60.26472997665405,0,0.0,60.2647299,0.0,0.0
R1H,BARTS HEALTH NHS TRUST,160,Plastic Surgery Service,8487.850036621094,0,0.0,8487.85004,0.0,0.0
R1H,BARTS HEALTH NHS TRUST,150,Neurosurgical Service,2658.285446166992,0,0.0,2658.28544,0.0,0.0
R1H,BARTS HEALTH NHS TRUST,140,Oral Surgery Service,6367.373474121094,0,0.0,6367.37348,0.0,0.0
R1H,BARTS HEALTH NHS TRUST,130,Ophthalmology Service,9976.257019042969,0,0.0,9976.25701,0.0,0.0
R1H,BARTS HEALTH NHS TRUST,110,Trauma and Orthopaedic Service,21119.036376953125,0,0.0,21119.0365,0.0,0.0
RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery Service,2012.0352783203125,0,0.0,2012.0352699999999,0.0,0.0
R1H,BARTS HEALTH NHS TRUST,101,Urology Service,11036.085693359375,0,0.0,11036.08569,0.0,0.0
R1H,BARTS HEALTH NHS TRUST,100,General Surgery Service,18348.320556640625,0,0.0,18348.3205,0.0,0.0
R1G7E,SPAMEDICA KENDAL,130,Ophthalmology Service,2739.8336029052734,0,0.0,2739.8336,0.0,0.0
R1F,ISLE OF WIGHT NHS TRUST,502,Gynaecology Service,2565.054397583008,0,0.0,2565.0543900000002,0.0,0.0
R1F,ISLE OF WIGHT NHS TRUST,140,Oral Surgery Service,1100.7722396850586,0,0.0,1100.77224,0.0,0.0
R1F,ISLE OF WIGHT NHS TRUST,130,Ophthalmology Service,6958.481872558594,0,0.0,6958.48188,0.0,0.0
R1F,ISLE OF WIGHT NHS TRUST,120,Ear Nose and Throat Service,1404.3365859985352,0,0.0,1404.33659,0.0,0.0
R1F,ISLE OF WIGHT NHS TRUST,110,Trauma and Orthopaedic Service,17816.654296875,0,0.0,17816.6544,0.0,0.0
R1F,ISLE OF WIGHT NHS TRUST,101,Urology Service,879.8113327026367,0,0.0,879.811332,0.0,0.0
R1F,ISLE OF WIGHT NHS TRUST,100,General Surgery Service,4644.2178955078125,0,0.0,4644.21788,0.0,0.0
R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,130,Ophthalmology Service,3252.8948364257812,0,0.0,3252.89482,0.0,0.0
R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,140,Oral Surgery Service,8148.412780761719,0,0.0,8148.41279,0.0,0.0
R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,160,Plastic Surgery Service,182.19825267791748,0,0.0,182.198253,0.0,0.0
